"B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied","Margin of Error!!Total:!!Owner occupied","Estimate!!Total:!!Renter occupied","Margin of Error!!Total:!!Renter occupied","id","Geographic Area Name"
"246","77","16","14","230","78","1400000US13121003800","Census Tract 38, Fulton County, Georgia"
"624","122","230","104","394","80","1400000US13121003900","Census Tract 39, Fulton County, Georgia"
"1097","213","472","159","625","146","1400000US13121004000","Census Tract 40, Fulton County, Georgia"
"791","166","498","142","293","110","1400000US13121004100","Census Tract 41, Fulton County, Georgia"
"1470","235","334","98","1136","248","1400000US13121004200","Census Tract 42, Fulton County, Georgia"
"615","132","242","117","373","85","1400000US13121004300","Census Tract 43, Fulton County, Georgia"
"1397","310","63","59","1334","312","1400000US13121004400","Census Tract 44, Fulton County, Georgia"
"726","233","0","14","726","233","1400000US13121004800","Census Tract 48, Fulton County, Georgia"
"1134","178","713","141","421","121","1400000US13121004900","Census Tract 49, Fulton County, Georgia"
"1333","202","467","102","866","200","1400000US13121005000","Census Tract 50, Fulton County, Georgia"
"1998","269","1593","279","405","151","1400000US13121005200","Census Tract 52, Fulton County, Georgia"
"1809","219","1507","235","302","106","1400000US13121005300","Census Tract 53, Fulton County, Georgia"
"1025","250","346","71","679","248","1400000US13121005501","Census Tract 55.01, Fulton County, Georgia"
"630","82","0","14","630","82","1400000US13121005503","Census Tract 55.03, Fulton County, Georgia"
"550","103","262","98","288","61","1400000US13121005504","Census Tract 55.04, Fulton County, Georgia"
"602","121","90","36","512","111","1400000US13121005700","Census Tract 57, Fulton County, Georgia"
"542","99","300","65","242","99","1400000US13121005800","Census Tract 58, Fulton County, Georgia"
"1447","238","654","141","793","218","1400000US13121006000","Census Tract 60, Fulton County, Georgia"
"1373","212","705","177","668","187","1400000US13121006100","Census Tract 61, Fulton County, Georgia"
"640","199","385","202","255","65","1400000US13121006200","Census Tract 62, Fulton County, Georgia"
"712","99","244","62","468","99","1400000US13121006300","Census Tract 63, Fulton County, Georgia"
"410","93","182","90","228","68","1400000US13121006400","Census Tract 64, Fulton County, Georgia"
"1622","361","1000","369","622","153","1400000US13121006500","Census Tract 65, Fulton County, Georgia"
"673","90","419","85","254","88","1400000US13121006601","Census Tract 66.01, Fulton County, Georgia"
"373","61","113","31","260","64","1400000US13121006602","Census Tract 66.02, Fulton County, Georgia"
"918","251","219","82","699","255","1400000US13121006701","Census Tract 67.01, Fulton County, Georgia"
"777","104","336","138","441","122","1400000US13121006702","Census Tract 67.02, Fulton County, Georgia"
"0","14","0","14","0","14","1400000US13121006801","Census Tract 68.01, Fulton County, Georgia"
"517","168","64","30","453","169","1400000US13121006802","Census Tract 68.02, Fulton County, Georgia"
"1394","168","827","138","567","139","1400000US13121006900","Census Tract 69, Fulton County, Georgia"
"1441","242","539","157","902","245","1400000US13121007001","Census Tract 70.01, Fulton County, Georgia"
"1122","238","541","124","581","229","1400000US13121007002","Census Tract 70.02, Fulton County, Georgia"
"959","170","445","122","514","116","1400000US13121007100","Census Tract 71, Fulton County, Georgia"
"968","526","642","518","326","79","1400000US13121007200","Census Tract 72, Fulton County, Georgia"
"1877","339","396","128","1481","356","1400000US13121007301","Census Tract 73.01, Fulton County, Georgia"
"1226","359","351","129","875","377","1400000US13121007302","Census Tract 73.02, Fulton County, Georgia"
"1238","293","188","102","1050","304","1400000US13121007400","Census Tract 74, Fulton County, Georgia"
"1383","187","410","119","973","206","1400000US13121007500","Census Tract 75, Fulton County, Georgia"
"1019","159","444","78","575","153","1400000US13121007602","Census Tract 76.02, Fulton County, Georgia"
"2001","181","128","94","1873","186","1400000US13121007603","Census Tract 76.03, Fulton County, Georgia"
"1186","327","129","53","1057","326","1400000US13121007604","Census Tract 76.04, Fulton County, Georgia"
"1508","209","767","140","741","184","1400000US13121007703","Census Tract 77.03, Fulton County, Georgia"
"2216","512","582","272","1634","434","1400000US13121007705","Census Tract 77.05, Fulton County, Georgia"
"998","202","673","171","325","162","1400000US13121007707","Census Tract 77.07, Fulton County, Georgia"
"1468","502","661","424","807","256","1400000US13121007708","Census Tract 77.08, Fulton County, Georgia"
"1498","329","788","270","710","242","1400000US13121007709","Census Tract 77.09, Fulton County, Georgia"
"1937","779","327","169","1610","786","1400000US13121007710","Census Tract 77.10, Fulton County, Georgia"
"1206","253","516","203","690","315","1400000US13121007711","Census Tract 77.11, Fulton County, Georgia"
"1793","634","322","94","1471","646","1400000US13121007805","Census Tract 78.05, Fulton County, Georgia"
"2253","346","1047","213","1206","336","1400000US13121007806","Census Tract 78.06, Fulton County, Georgia"
"1043","236","415","118","628","239","1400000US13121007807","Census Tract 78.07, Fulton County, Georgia"
"1225","131","129","56","1096","142","1400000US13121007808","Census Tract 78.08, Fulton County, Georgia"
"1770","323","1402","204","368","312","1400000US13121007809","Census Tract 78.09, Fulton County, Georgia"
"2018","529","542","148","1476","541","1400000US13121007810","Census Tract 78.10, Fulton County, Georgia"
"2533","430","2031","460","502","185","1400000US13121007900","Census Tract 79, Fulton County, Georgia"
"2329","440","1445","298","884","408","1400000US13121008000","Census Tract 80, Fulton County, Georgia"
"1579","238","189","73","1390","250","1400000US13121008103","Census Tract 81.03, Fulton County, Georgia"
"1593","268","767","162","826","245","1400000US13121008104","Census Tract 81.04, Fulton County, Georgia"
"883","241","351","88","532","238","1400000US13121008202","Census Tract 82.02, Fulton County, Georgia"
"1412","486","458","141","954","485","1400000US13121008203","Census Tract 82.03, Fulton County, Georgia"
"1328","245","783","225","545","158","1400000US13121008204","Census Tract 82.04, Fulton County, Georgia"
"1019","356","456","122","563","324","1400000US13121008301","Census Tract 83.01, Fulton County, Georgia"
"638","106","330","87","308","79","1400000US13121008302","Census Tract 83.02, Fulton County, Georgia"
"1696","740","943","728","753","202","1400000US13121008400","Census Tract 84, Fulton County, Georgia"
"761","121","302","82","459","127","1400000US13121008500","Census Tract 85, Fulton County, Georgia"
"1921","429","500","223","1421","380","1400000US13121008601","Census Tract 86.01, Fulton County, Georgia"
"565","77","186","71","379","63","1400000US13121008602","Census Tract 86.02, Fulton County, Georgia"
"1358","282","270","117","1088","305","1400000US13121008701","Census Tract 87.01, Fulton County, Georgia"
"1139","162","471","162","668","152","1400000US13121008702","Census Tract 87.02, Fulton County, Georgia"
"979","261","745","258","234","139","1400000US13121008801","Census Tract 88.01, Fulton County, Georgia"
"1130","203","822","184","308","112","1400000US13121008802","Census Tract 88.02, Fulton County, Georgia"
"1084","218","423","131","661","171","1400000US13121008903","Census Tract 89.03, Fulton County, Georgia"
"2877","441","915","251","1962","360","1400000US13121008905","Census Tract 89.05, Fulton County, Georgia"
"911","156","820","163","91","75","1400000US13121008906","Census Tract 89.06, Fulton County, Georgia"
"1740","333","862","159","878","352","1400000US13121008907","Census Tract 89.07, Fulton County, Georgia"
"962","217","247","138","715","208","1400000US13121008908","Census Tract 89.08, Fulton County, Georgia"
"743","116","587","142","156","111","1400000US13121008909","Census Tract 89.09, Fulton County, Georgia"
"1360","202","213","67","1147","197","1400000US13121009001","Census Tract 90.01, Fulton County, Georgia"
"904","112","817","115","87","58","1400000US13121009002","Census Tract 90.02, Fulton County, Georgia"
"1938","290","693","183","1245","264","1400000US13121009103","Census Tract 91.03, Fulton County, Georgia"
"1699","248","795","198","904","233","1400000US13121009104","Census Tract 91.04, Fulton County, Georgia"
"463","92","394","93","69","54","1400000US13121009105","Census Tract 91.05, Fulton County, Georgia"
"1240","217","388","188","852","201","1400000US13121009106","Census Tract 91.06, Fulton County, Georgia"
"934","126","281","96","653","114","1400000US13121009201","Census Tract 92.01, Fulton County, Georgia"
"1636","291","269","124","1367","292","1400000US13121009202","Census Tract 92.02, Fulton County, Georgia"
"1581","422","348","120","1233","424","1400000US13121009203","Census Tract 92.03, Fulton County, Georgia"
"1865","402","1475","427","390","133","1400000US13121009301","Census Tract 93.01, Fulton County, Georgia"
"1066","149","472","126","594","181","1400000US13121009302","Census Tract 93.02, Fulton County, Georgia"
"2179","474","63","37","2116","474","1400000US13121009405","Census Tract 94.05, Fulton County, Georgia"
"1039","203","299","107","740","214","1400000US13121009406","Census Tract 94.06, Fulton County, Georgia"
"667","136","292","122","375","135","1400000US13121009407","Census Tract 94.07, Fulton County, Georgia"
"1200","134","216","93","984","154","1400000US13121009408","Census Tract 94.08, Fulton County, Georgia"
"933","100","255","122","678","128","1400000US13121009409","Census Tract 94.09, Fulton County, Georgia"
"1307","421","492","351","815","250","1400000US13121009410","Census Tract 94.10, Fulton County, Georgia"
"1359","385","1210","402","149","101","1400000US13121009411","Census Tract 94.11, Fulton County, Georgia"
"1662","175","1367","177","295","91","1400000US13121009501","Census Tract 95.01, Fulton County, Georgia"
"1052","197","332","118","720","195","1400000US13121009503","Census Tract 95.03, Fulton County, Georgia"
"1248","198","570","186","678","177","1400000US13121009504","Census Tract 95.04, Fulton County, Georgia"
"1685","279","520","110","1165","268","1400000US13121009601","Census Tract 96.01, Fulton County, Georgia"
"1472","199","927","184","545","176","1400000US13121009604","Census Tract 96.04, Fulton County, Georgia"
"1728","326","237","93","1491","320","1400000US13121009605","Census Tract 96.05, Fulton County, Georgia"
"463","72","406","72","57","47","1400000US13121009606","Census Tract 96.06, Fulton County, Georgia"
"2429","288","1032","227","1397","294","1400000US13121009607","Census Tract 96.07, Fulton County, Georgia"
"1617","243","1514","254","103","73","1400000US13121009700","Census Tract 97, Fulton County, Georgia"
"1755","197","1032","169","723","120","1400000US13121009802","Census Tract 98.02, Fulton County, Georgia"
"1582","465","796","343","786","329","1400000US13121009803","Census Tract 98.03, Fulton County, Georgia"
"794","144","775","144","19","33","1400000US13121009804","Census Tract 98.04, Fulton County, Georgia"
"1973","215","1426","200","547","127","1400000US13121009900","Census Tract 99, Fulton County, Georgia"
"1857","371","1157","293","700","220","1400000US13121010003","Census Tract 100.03, Fulton County, Georgia"
"758","242","736","244","22","33","1400000US13121010004","Census Tract 100.04, Fulton County, Georgia"
"1042","133","1021","138","21","28","1400000US13121010005","Census Tract 100.05, Fulton County, Georgia"
"2374","292","773","233","1601","227","1400000US13121010006","Census Tract 100.06, Fulton County, Georgia"
"680","90","507","83","173","65","1400000US13121010007","Census Tract 100.07, Fulton County, Georgia"
"1823","204","1014","204","809","132","1400000US13121010106","Census Tract 101.06, Fulton County, Georgia"
"744","99","738","99","6","10","1400000US13121010107","Census Tract 101.07, Fulton County, Georgia"
"1828","298","1388","249","440","141","1400000US13121010108","Census Tract 101.08, Fulton County, Georgia"
"1136","100","663","107","473","81","1400000US13121010115","Census Tract 101.15, Fulton County, Georgia"
"2303","405","507","301","1796","284","1400000US13121010117","Census Tract 101.17, Fulton County, Georgia"
"1360","363","659","373","701","121","1400000US13121010120","Census Tract 101.20, Fulton County, Georgia"
"1251","203","951","200","300","78","1400000US13121010121","Census Tract 101.21, Fulton County, Georgia"
"1110","422","355","393","755","198","1400000US13121010124","Census Tract 101.24, Fulton County, Georgia"
"1661","319","705","319","956","185","1400000US13121010125","Census Tract 101.25, Fulton County, Georgia"
"1484","323","837","332","647","115","1400000US13121010126","Census Tract 101.26, Fulton County, Georgia"
"936","158","585","149","351","98","1400000US13121010127","Census Tract 101.27, Fulton County, Georgia"
"826","216","126","106","700","215","1400000US13121010128","Census Tract 101.28, Fulton County, Georgia"
"2296","417","620","331","1676","324","1400000US13121010129","Census Tract 101.29, Fulton County, Georgia"
"1902","224","537","133","1365","220","1400000US13121010130","Census Tract 101.30, Fulton County, Georgia"
"1278","433","440","182","838","395","1400000US13121010131","Census Tract 101.31, Fulton County, Georgia"
"1924","416","800","210","1124","413","1400000US13121010132","Census Tract 101.32, Fulton County, Georgia"
"2336","328","842","238","1494","264","1400000US13121010133","Census Tract 101.33, Fulton County, Georgia"
"1285","315","369","241","916","229","1400000US13121010134","Census Tract 101.34, Fulton County, Georgia"
"1019","149","337","70","682","171","1400000US13121010135","Census Tract 101.35, Fulton County, Georgia"
"1552","422","655","127","897","430","1400000US13121010136","Census Tract 101.36, Fulton County, Georgia"
"1768","343","755","146","1013","328","1400000US13121010137","Census Tract 101.37, Fulton County, Georgia"
"1927","244","1878","244","49","34","1400000US13121010204","Census Tract 102.04, Fulton County, Georgia"
"1230","206","921","157","309","143","1400000US13121010211","Census Tract 102.11, Fulton County, Georgia"
"2193","458","1030","389","1163","271","1400000US13121010212","Census Tract 102.12, Fulton County, Georgia"
"572","63","155","95","417","93","1400000US13121010213","Census Tract 102.13, Fulton County, Georgia"
"1492","494","377","417","1115","221","1400000US13121010214","Census Tract 102.14, Fulton County, Georgia"
"730","203","522","198","208","90","1400000US13121010215","Census Tract 102.15, Fulton County, Georgia"
"1416","220","760","113","656","243","1400000US13121010216","Census Tract 102.16, Fulton County, Georgia"
"1259","162","749","148","510","151","1400000US13121010217","Census Tract 102.17, Fulton County, Georgia"
"942","135","284","132","658","202","1400000US13121010218","Census Tract 102.18, Fulton County, Georgia"
"1126","311","58","37","1068","309","1400000US13121010219","Census Tract 102.19, Fulton County, Georgia"
"1807","217","1293","259","514","155","1400000US13121010220","Census Tract 102.20, Fulton County, Georgia"
"998","297","790","294","208","126","1400000US13121010221","Census Tract 102.21, Fulton County, Georgia"
"921","194","879","198","42","31","1400000US13121010222","Census Tract 102.22, Fulton County, Georgia"
"1237","156","1190","160","47","33","1400000US13121010223","Census Tract 102.23, Fulton County, Georgia"
"1618","170","1291","214","327","155","1400000US13121010305","Census Tract 103.05, Fulton County, Georgia"
"1631","463","1517","476","114","132","1400000US13121010306","Census Tract 103.06, Fulton County, Georgia"
"1791","364","1571","380","220","196","1400000US13121010307","Census Tract 103.07, Fulton County, Georgia"
"1382","202","1334","214","48","92","1400000US13121010308","Census Tract 103.08, Fulton County, Georgia"
"1396","498","676","226","720","523","1400000US13121010309","Census Tract 103.09, Fulton County, Georgia"
"1541","530","1432","529","109","209","1400000US13121010310","Census Tract 103.10, Fulton County, Georgia"
"1903","746","1489","748","414","226","1400000US13121010311","Census Tract 103.11, Fulton County, Georgia"
"1075","58","908","121","167","119","1400000US13121010312","Census Tract 103.12, Fulton County, Georgia"
"1442","167","784","148","658","224","1400000US13121010313","Census Tract 103.13, Fulton County, Georgia"
"757","229","725","232","32","78","1400000US13121010314","Census Tract 103.14, Fulton County, Georgia"
"1666","287","896","341","770","274","1400000US13121010315","Census Tract 103.15, Fulton County, Georgia"
"1616","237","828","224","788","258","1400000US13121010401","Census Tract 104.01, Fulton County, Georgia"
"1456","189","1264","179","192","68","1400000US13121010402","Census Tract 104.02, Fulton County, Georgia"
"1209","163","972","172","237","113","1400000US13121010508","Census Tract 105.08, Fulton County, Georgia"
"1580","372","1204","384","376","156","1400000US13121010517","Census Tract 105.17, Fulton County, Georgia"
"1067","227","602","191","465","176","1400000US13121010518","Census Tract 105.18, Fulton County, Georgia"
"1183","281","517","230","666","213","1400000US13121010519","Census Tract 105.19, Fulton County, Georgia"
"1784","507","922","286","862","514","1400000US13121010520","Census Tract 105.20, Fulton County, Georgia"
"572","155","420","137","152","98","1400000US13121010521","Census Tract 105.21, Fulton County, Georgia"
"2247","541","1046","455","1201","407","1400000US13121010522","Census Tract 105.22, Fulton County, Georgia"
"449","100","153","96","296","93","1400000US13121010523","Census Tract 105.23, Fulton County, Georgia"
"1060","291","248","154","812","258","1400000US13121010524","Census Tract 105.24, Fulton County, Georgia"
"1200","262","209","99","991","255","1400000US13121010525","Census Tract 105.25, Fulton County, Georgia"
"1991","297","1167","337","824","294","1400000US13121010526","Census Tract 105.26, Fulton County, Georgia"
"2132","596","905","263","1227","622","1400000US13121010527","Census Tract 105.27, Fulton County, Georgia"
"1583","464","435","221","1148","425","1400000US13121010528","Census Tract 105.28, Fulton County, Georgia"
"2011","314","1543","317","468","208","1400000US13121010529","Census Tract 105.29, Fulton County, Georgia"
"1189","305","618","266","571","264","1400000US13121010530","Census Tract 105.30, Fulton County, Georgia"
"904","189","693","255","211","201","1400000US13121010531","Census Tract 105.31, Fulton County, Georgia"
"1196","303","784","341","412","290","1400000US13121010532","Census Tract 105.32, Fulton County, Georgia"
"938","213","354","255","584","237","1400000US13121010533","Census Tract 105.33, Fulton County, Georgia"
"1264","331","443","251","821","270","1400000US13121010534","Census Tract 105.34, Fulton County, Georgia"
"823","224","686","253","137","143","1400000US13121010535","Census Tract 105.35, Fulton County, Georgia"
"917","214","595","158","322","218","1400000US13121010536","Census Tract 105.36, Fulton County, Georgia"
"1088","169","851","240","237","151","1400000US13121010537","Census Tract 105.37, Fulton County, Georgia"
"1019","202","697","184","322","99","1400000US13121010538","Census Tract 105.38, Fulton County, Georgia"
"1219","247","991","277","228","181","1400000US13121010539","Census Tract 105.39, Fulton County, Georgia"
"1138","383","526","148","612","388","1400000US13121010540","Census Tract 105.40, Fulton County, Georgia"
"1712","457","608","152","1104","389","1400000US13121010601","Census Tract 106.01, Fulton County, Georgia"
"1469","286","250","88","1219","310","1400000US13121010603","Census Tract 106.03, Fulton County, Georgia"
"1203","475","330","88","873","461","1400000US13121010604","Census Tract 106.04, Fulton County, Georgia"
"975","248","378","155","597","185","1400000US13121010801","Census Tract 108.01, Fulton County, Georgia"
"1524","272","937","366","587","208","1400000US13121010802","Census Tract 108.02, Fulton County, Georgia"
"1006","238","404","194","602","178","1400000US13121011000","Census Tract 110, Fulton County, Georgia"
"1184","162","738","177","446","143","1400000US13121011100","Census Tract 111, Fulton County, Georgia"
"1857","362","955","353","902","172","1400000US13121011202","Census Tract 112.02, Fulton County, Georgia"
"744","97","413","90","331","89","1400000US13121011203","Census Tract 112.03, Fulton County, Georgia"
"603","137","148","63","455","130","1400000US13121011204","Census Tract 112.04, Fulton County, Georgia"
"1714","273","1360","290","354","158","1400000US13121011301","Census Tract 113.01, Fulton County, Georgia"
"1078","208","387","145","691","159","1400000US13121011306","Census Tract 113.06, Fulton County, Georgia"
"1817","290","193","58","1624","280","1400000US13121011307","Census Tract 113.07, Fulton County, Georgia"
"706","233","219","37","487","234","1400000US13121011308","Census Tract 113.08, Fulton County, Georgia"
"1860","147","734","159","1126","190","1400000US13121011309","Census Tract 113.09, Fulton County, Georgia"
"2029","360","554","132","1475","377","1400000US13121011310","Census Tract 113.10, Fulton County, Georgia"
"1973","289","1791","322","182","103","1400000US13121011416","Census Tract 114.16, Fulton County, Georgia"
"2327","383","1781","391","546","129","1400000US13121011417","Census Tract 114.17, Fulton County, Georgia"
"2644","518","2296","531","348","134","1400000US13121011419","Census Tract 114.19, Fulton County, Georgia"
"1823","331","617","304","1206","199","1400000US13121011421","Census Tract 114.21, Fulton County, Georgia"
"1627","278","1033","158","594","270","1400000US13121011422","Census Tract 114.22, Fulton County, Georgia"
"2071","400","1687","363","384","160","1400000US13121011423","Census Tract 114.23, Fulton County, Georgia"
"2271","335","1904","262","367","186","1400000US13121011424","Census Tract 114.24, Fulton County, Georgia"
"845","141","717","144","128","59","1400000US13121011426","Census Tract 114.26, Fulton County, Georgia"
"970","130","930","132","40","38","1400000US13121011428","Census Tract 114.28, Fulton County, Georgia"
"1914","382","1494","219","420","381","1400000US13121011429","Census Tract 114.29, Fulton County, Georgia"
"1525","175","198","122","1327","197","1400000US13121011430","Census Tract 114.30, Fulton County, Georgia"
"637","221","341","224","296","80","1400000US13121011431","Census Tract 114.31, Fulton County, Georgia"
"1637","165","423","115","1214","166","1400000US13121011432","Census Tract 114.32, Fulton County, Georgia"
"1016","245","1016","245","0","14","1400000US13121011433","Census Tract 114.33, Fulton County, Georgia"
"1447","296","1107","312","340","144","1400000US13121011434","Census Tract 114.34, Fulton County, Georgia"
"1677","167","1091","218","586","188","1400000US13121011435","Census Tract 114.35, Fulton County, Georgia"
"1102","103","1102","103","0","14","1400000US13121011436","Census Tract 114.36, Fulton County, Georgia"
"1086","168","555","118","531","153","1400000US13121011437","Census Tract 114.37, Fulton County, Georgia"
"2263","574","886","270","1377","634","1400000US13121011438","Census Tract 114.38, Fulton County, Georgia"
"1546","197","1402","194","144","92","1400000US13121011439","Census Tract 114.39, Fulton County, Georgia"
"883","97","719","138","164","103","1400000US13121011440","Census Tract 114.40, Fulton County, Georgia"
"1468","219","1077","224","391","118","1400000US13121011441","Census Tract 114.41, Fulton County, Georgia"
"887","113","418","102","469","135","1400000US13121011442","Census Tract 114.42, Fulton County, Georgia"
"1074","100","670","93","404","76","1400000US13121011443","Census Tract 114.43, Fulton County, Georgia"
"1518","605","1496","606","22","33","1400000US13121011444","Census Tract 114.44, Fulton County, Georgia"
"1023","169","950","169","73","49","1400000US13121011445","Census Tract 114.45, Fulton County, Georgia"
"940","95","894","103","46","47","1400000US13121011446","Census Tract 114.46, Fulton County, Georgia"
"1378","236","1334","234","44","30","1400000US13121011505","Census Tract 115.05, Fulton County, Georgia"
"1128","136","1128","136","0","14","1400000US13121011507","Census Tract 115.07, Fulton County, Georgia"
"1743","431","1743","431","0","20","1400000US13121011508","Census Tract 115.08, Fulton County, Georgia"
"646","125","602","133","44","65","1400000US13121011509","Census Tract 115.09, Fulton County, Georgia"
"1979","198","1912","210","67","70","1400000US13121011510","Census Tract 115.10, Fulton County, Georgia"
"738","92","616","108","122","93","1400000US13121011511","Census Tract 115.11, Fulton County, Georgia"
"1086","165","1004","169","82","38","1400000US13121011512","Census Tract 115.12, Fulton County, Georgia"
"1087","150","1055","161","32","38","1400000US13121011513","Census Tract 115.13, Fulton County, Georgia"
"1077","95","1031","103","46","68","1400000US13121011514","Census Tract 115.14, Fulton County, Georgia"
"824","263","824","263","0","14","1400000US13121011515","Census Tract 115.15, Fulton County, Georgia"
"1270","184","1238","185","32","38","1400000US13121011612","Census Tract 116.12, Fulton County, Georgia"
"1687","283","1115","138","572","255","1400000US13121011618","Census Tract 116.18, Fulton County, Georgia"
"1165","168","1156","167","9","15","1400000US13121011624","Census Tract 116.24, Fulton County, Georgia"
"1676","232","978","245","698","131","1400000US13121011627","Census Tract 116.27, Fulton County, Georgia"
"1325","232","339","95","986","235","1400000US13121011628","Census Tract 116.28, Fulton County, Georgia"
"1247","160","1231","162","16","25","1400000US13121011629","Census Tract 116.29, Fulton County, Georgia"
"1212","107","836","112","376","78","1400000US13121011630","Census Tract 116.30, Fulton County, Georgia"
"2270","615","1173","340","1097","550","1400000US13121011631","Census Tract 116.31, Fulton County, Georgia"
"1240","182","549","140","691","164","1400000US13121011632","Census Tract 116.32, Fulton County, Georgia"
"1206","86","1067","116","139","77","1400000US13121011633","Census Tract 116.33, Fulton County, Georgia"
"922","125","436","117","486","159","1400000US13121011634","Census Tract 116.34, Fulton County, Georgia"
"1089","200","973","237","116","95","1400000US13121011635","Census Tract 116.35, Fulton County, Georgia"
"764","127","47","49","717","124","1400000US13121011636","Census Tract 116.36, Fulton County, Georgia"
"1011","107","785","117","226","98","1400000US13121011637","Census Tract 116.37, Fulton County, Georgia"
"1533","209","1282","230","251","107","1400000US13121011638","Census Tract 116.38, Fulton County, Georgia"
"716","123","163","100","553","145","1400000US13121011639","Census Tract 116.39, Fulton County, Georgia"
"2038","206","993","151","1045","228","1400000US13121011640","Census Tract 116.40, Fulton County, Georgia"
"1490","249","1477","250","13","20","1400000US13121011641","Census Tract 116.41, Fulton County, Georgia"
"1202","165","1006","223","196","137","1400000US13121011642","Census Tract 116.42, Fulton County, Georgia"
"2103","466","160","129","1943","466","1400000US13121011643","Census Tract 116.43, Fulton County, Georgia"
"1680","287","1216","280","464","258","1400000US13121011644","Census Tract 116.44, Fulton County, Georgia"
"1584","181","1055","141","529","223","1400000US13121011645","Census Tract 116.45, Fulton County, Georgia"
"1841","453","791","467","1050","218","1400000US13121011646","Census Tract 116.46, Fulton County, Georgia"
"1905","288","925","299","980","235","1400000US13121011647","Census Tract 116.47, Fulton County, Georgia"
"757","85","726","79","31","35","1400000US13121011648","Census Tract 116.48, Fulton County, Georgia"
"1768","274","1485","244","283","139","1400000US13121011649","Census Tract 116.49, Fulton County, Georgia"
"1816","436","1117","382","699","193","1400000US13121011650","Census Tract 116.50, Fulton County, Georgia"
"731","97","480","102","251","83","1400000US13121011651","Census Tract 116.51, Fulton County, Georgia"
"1069","122","565","106","504","119","1400000US13121011652","Census Tract 116.52, Fulton County, Georgia"
"1289","203","1215","194","74","79","1400000US13121011653","Census Tract 116.53, Fulton County, Georgia"
"983","126","566","80","417","132","1400000US13121011654","Census Tract 116.54, Fulton County, Georgia"
"880","92","793","82","87","53","1400000US13121011655","Census Tract 116.55, Fulton County, Georgia"
"1311","131","1287","135","24","33","1400000US13121011656","Census Tract 116.56, Fulton County, Georgia"
"1003","158","933","152","70","73","1400000US13121011657","Census Tract 116.57, Fulton County, Georgia"
"1255","181","934","160","321","168","1400000US13121011658","Census Tract 116.58, Fulton County, Georgia"
"984","105","630","127","354","75","1400000US13121011659","Census Tract 116.59, Fulton County, Georgia"
"1747","267","1392","199","355","174","1400000US13121011660","Census Tract 116.60, Fulton County, Georgia"
"638","119","553","136","85","60","1400000US13121011661","Census Tract 116.61, Fulton County, Georgia"
"288","83","0","14","288","83","1400000US13121011801","Census Tract 118.01, Fulton County, Georgia"
"639","115","160","85","479","98","1400000US13121011802","Census Tract 118.02, Fulton County, Georgia"
"1074","231","246","87","828","231","1400000US13121011901","Census Tract 119.01, Fulton County, Georgia"
"780","228","92","56","688","227","1400000US13121011902","Census Tract 119.02, Fulton County, Georgia"
"1655","640","254","104","1401","634","1400000US13121012000","Census Tract 120, Fulton County, Georgia"
"1259","401","425","113","834","406","1400000US13121012300","Census Tract 123, Fulton County, Georgia"
"0","14","0","14","0","14","1400000US13121980000","Census Tract 9800, Fulton County, Georgia"
"1654","276","941","223","713","158","1400000US13135050105","Census Tract 501.05, Gwinnett County, Georgia"
"1872","341","1325","209","547","314","1400000US13135050110","Census Tract 501.10, Gwinnett County, Georgia"
"755","208","530","231","225","112","1400000US13135050111","Census Tract 501.11, Gwinnett County, Georgia"
"1441","311","1041","304","400","135","1400000US13135050112","Census Tract 501.12, Gwinnett County, Georgia"
"1636","176","1087","179","549","167","1400000US13135050113","Census Tract 501.13, Gwinnett County, Georgia"
"976","133","756","118","220","126","1400000US13135050114","Census Tract 501.14, Gwinnett County, Georgia"
"1123","212","703","184","420","164","1400000US13135050115","Census Tract 501.15, Gwinnett County, Georgia"
"2174","339","2108","345","66","62","1400000US13135050116","Census Tract 501.16, Gwinnett County, Georgia"
"1235","127","1091","155","144","99","1400000US13135050117","Census Tract 501.17, Gwinnett County, Georgia"
"774","103","496","118","278","93","1400000US13135050118","Census Tract 501.18, Gwinnett County, Georgia"
"1493","172","1090","158","403","191","1400000US13135050119","Census Tract 501.19, Gwinnett County, Georgia"
"708","115","649","108","59","50","1400000US13135050120","Census Tract 501.20, Gwinnett County, Georgia"
"1980","379","1833","392","147","97","1400000US13135050121","Census Tract 501.21, Gwinnett County, Georgia"
"1735","265","788","184","947","241","1400000US13135050205","Census Tract 502.05, Gwinnett County, Georgia"
"1135","136","255","90","880","134","1400000US13135050215","Census Tract 502.15, Gwinnett County, Georgia"
"1510","205","928","165","582","155","1400000US13135050218","Census Tract 502.18, Gwinnett County, Georgia"
"1574","227","964","190","610","167","1400000US13135050219","Census Tract 502.19, Gwinnett County, Georgia"
"1453","330","592","255","861","209","1400000US13135050221","Census Tract 502.21, Gwinnett County, Georgia"
"1922","435","1042","208","880","401","1400000US13135050222","Census Tract 502.22, Gwinnett County, Georgia"
"2880","516","1114","297","1766","485","1400000US13135050223","Census Tract 502.23, Gwinnett County, Georgia"
"1158","219","822","203","336","157","1400000US13135050224","Census Tract 502.24, Gwinnett County, Georgia"
"1694","164","893","141","801","160","1400000US13135050225","Census Tract 502.25, Gwinnett County, Georgia"
