"","TractID","Year","TotalFilings","TotalHousehold2019","EvictionRate","PovertyRate","EducationRate","UninsurRate","MinorityRate","RenterRate","UnempRate","RentBurdenRate"
"184",13121001600,"20",13,1294,0.0100463678516229,0.04,0.81340206185567,0.014,0.773577235772358,0.683703703703704,0.004,0.245937161430119
"185",13121002100,"20",143,885,0.161581920903955,0.308,0.413032324268856,0.22,0.276080920269734,0.523580365736285,0.095,0.4375
"186",13121002300,"20",46,525,0.0876190476190476,0.316,0.145658263305322,0.095,0.0277551020408163,0.770134228187919,0.079,0.383442265795207
"187",13121002400,"20",80,986,0.0811359026369168,0.328,0.245701608430394,0.296,0.0646964856230032,0.629059829059829,0.21,0.710597826086957
"188",13121002500,"20",91,1050,0.0866666666666667,0.435,0.205065757428154,0.217,0.0263968323801144,0.85589519650655,0.126,0.610204081632653
"189",13121002600,"20",24,584,0.0410958904109589,0.478,0.151394422310757,0.133,0.0667853962600178,0.868231046931408,0.133,0.719334719334719
"190",13121002900,"20",49,1248,0.0392628205128205,0.133,0.617170626349892,0.034,0.590285938112025,0.621035058430718,0.02,0.485215053763441
"191",13121003000,"20",26,1837,0.0141535111594992,0.04,0.818424566088118,0.032,0.785362247412518,0.475832438238453,0.009,0.293453724604966
"192",13121003100,"20",32,931,0.0343716433941998,0.113,0.512794781736076,0.131,0.605777777777778,0.644284572342126,0.054,0.326302729528536
"193",13121003200,"20",7,1277,0.00548159749412686,0.024,0.777315296566077,0.06,0.715169002473207,0.356420233463035,0.031,0.194323144104804
"194",13121003500,"20",114,714,0.159663865546218,0.388,0.413410301953819,0.251,0.356740253640207,0.783078307830783,0.113,0.72183908045977
"195",13121003600,"20",55,858,0.0641025641025641,0.193,0.622489959839357,0.131,0.111973392461197,0.528555431131019,0.038,0.391949152542373
"196",13121003800,"20",52,230,0.226086956521739,0.331,0.0469441984056687,0.079,0.0104166666666666,0.934959349593496,0.105,0.521739130434783
"197",13121003900,"20",67,756,0.0886243386243386,0.332,0.209447415329768,0.127,0.0444191343963554,0.631410256410256,0.064,0.588832487309645
"198",13121004000,"20",40,1010,0.0396039603960396,0.33,0.247272727272727,0.153,0.0989247311827957,0.569735642661805,0.142,0.584
"199",13121004100,"20",41,741,0.0553306342780027,0.141,0.335106382978723,0.089,0.153412006157004,0.370417193426043,0.178,0.491467576791809
